id,name,name_en,img_src,evaluation,looks,smell,taste,throat,total,style,ABV,IBU,brewery,description,brewery_id,style_id
149,グランド キリン ジ アロマ,GRAND KIRIN THE AROMA,http://www.beer365.net/cache/4db8aa06af3fef07661a12428df7e44d.png,2.49,3.3,3.7,2.8,2.7,3,,5.50%,,,"ホップの香りにこだわった、香り溢れるグランドキリン。
キリンビールで初めて採用した“ブラボーホップ”の華やかでフルーティな香りを「ディップホップ」製法で最大限に引き出しました。
上面発酵由来の香り立ちと、小麦麦芽がもたらすなめらかな口あたりを愉しめます。飲みはじめの豊かな香り立ち、ひと口飲んだあとの深い戻り香、柔らかくつづく余韻。
満ち溢れる香りを堪能できる一本。
(オフィシャルサイトより)",,
150,ストーン ルイネーション IPA,STONE RUINATION IPA,http://www.beer365.net/cache/d8e6bf2d91777e6a6d76aa008a716602.png,2.49,3.5,4,3.5,3,3.5,IPA・インディアペール(エール),8.20%,100,STONE BREWING CO.,"まるでホップを口いっぱいに入れたかのような力強いストーンの看板ダブルIPA
(輸入元: ナガノトレーディングより)",140,18
151,ハーヴェスト ムーン ベルジャンスタイルウィート,HARVEST MOON BELGIAN WHITE,http://www.beer365.net/cache/6bd831f1edfec7f35e5fc62580302dde.jpg,2.49,3.5,3.5,3.5,4,3.5,ベルジャンホワイト・ウィート・ヴィット(エール),4.50%,,ハーヴェスト ムーン(千葉県),"大麦麦芽のほか小麦麦芽を使用、風味付けにオレンジピールとコリアンダーシードを加えました。ホップの苦味をおさえた、やや酸味のあるフルーティーなテイストは、ビールが苦手な方にもおすすめです。
2003、2013年　インターナショナル・ビア・コンペティション　ハーブ・スパイスビール部門　銀賞
2007年　インターナショナル・ビア・コンペティション　ベルジャン・ホワイト部門　金賞
2002年　ジャパン・アジア・ビアカップ　フルーツ・スパイスビール部門　銅賞",277,40
152,アウトサイダー ガンスリンガー IPA,OUTSIDER GUNSLINGER IPA,http://www.beer365.net/cache/2a7d50e8c4a99518bc0210917fcd9542.jpg,2.49,3.5,4,3.5,3,3.5,IPA・インディアペール(エール),6.50%,,OUTSIDER BREWING(山梨県),オーストラリア産ホップのギャラクシーをビター、アロマホップに使用しました。華やかな香りと味わいながらもしっかりとした心地よい苦味が特徴です。,236,18
153,國乃長 貴醸 GOLD,KUNINOCHO KIJYOU GOLD,http://www.beer365.net/cache/45c3d9906280455de7de4a5b3134aee1.jpg,2.47,3.5,2.5,4,3.5,3.5,スペシャルティー・その他,5%,30,,"貴醸ＧＯＬＤは、当蔵のオリジナル特殊製法によって造られる、清酒酵母を使った貴醸エールです。原料に、純米酒を加えて独特の甘みと香りをプラス。さらに加える純米酒にも、あらかじめホップを加え、加温してエキス抽出しています。
フルーティーなホップの香りが押し寄せ、純米酒の優しい甘み、コクがしっかり味わい深いです。
2011年　ジャパン・アジア・ビアカップ　金賞",,50
154,ウィングマン ゼロ戦 シングルホップIPA,WINGMAN ZERO-SEN SINGLE HOP IPA,http://www.beer365.net/cache/b1d2f16187e88b59f529e6245acca4ce.jpg,2.47,3,3.5,3.5,2,4.5,IPA・インディアペール(エール),5.50%,21,WINGMAN BREWERS,"三菱A6M零式艦上戦闘機に敬意を表し、日本市場のために特別に作られた、日本のためのビール。

軽めのアルコールで爽やかな飲みくちとスッキリとした苦味で、ゴクゴク飲めるIPAです！",99,18
155,ベアード ダークスカイ インペリアルスタウト,BAIRD DARK SKY IMPERIAL STOUT,http://www.beer365.net/cache/361425ade2a38782938059c74953e589.png,2.47,4,3.5,3.5,3.5,3.5,ダブル・インペリアルスタウト(エール),10%,80,BAIRD BREWING(静岡県),"このダークスカイは、スタウトの中で も暴れん坊の血を引く、ベアード冬の定番限定ビール。焙煎されたモルトのフレーバーと、刺激的なホッ プの個性が満ち溢れるこのスタウトは、寒い冬にしっかりと味わうのに完璧だ。心地よい丸さと満足 できるバランスの良さが安心感を与えるが、それは錯覚にすぎない。要注意!
(オフィシャルサイトより)",222,30
156,スワンレイク 越乃米こしひかり仕込み,SWAN LAKE KOSHINO RICE KOSHIHIKARI,http://www.beer365.net/cache/30b13e2baf1644917b13720840171736.jpg,2.46,3.2,3.2,3.2,3.2,3.2,スペシャルティー・その他,5%,18,瓢湖屋敷の杜ブルワリー(新潟県),"地元産こしひかりを使用。キレがあり香り豊かなスペシャルラガービール。日本初のチャレンジ。地元新潟・笹神の特別栽培コシヒカリを使用したビールです。すっきりとした飲みやすさに、スパイシーとフローラル（花の香り）が特徴のビールです。
インターナショナル・ビア・コンペティション　金、銀、銅賞
ジャパン・アジア・ビアカップ 金、銀、銅賞
インターナショナルビールサミット　銀、銅賞
ジャパンカップ 金、銀、銅賞
2014年　インターナショナル・ビア・カップ　金賞
2013年　アジア・ビアカップ 銅賞
2009年　ジャパンクラフトビアセレクション　ゴールド賞",290,50
157,富士桜高原 さくらボック,FUJIZAKURA KOGEN SAKURA BOCK,http://www.beer365.net/cache/b16b47d62adcfd29efe7334f94659b48.jpg,2.45,3,3.5,3.5,3.5,3.5,ボック(ラガー),8%,,富士桜高原麦酒 (山梨県),"通常のビールの約2倍の麦芽を使用し、長期熟成させたこのビールは、ドイツではドッペルボック(ダブルボック）と呼ばれ、修道士たちの断食の時期に愛飲されていました。アルコール度数が約8.0%と非常に高く、""甘み・苦味・香りのバランスがとれたフルボディーのビールです。",235,15
158,軽井沢高原 ナショナルトラスト,KARUIZAWA KOGEN NATIONAL TRUST,http://www.beer365.net/cache/62761f1eea298d152a366a0197093872.png,2.45,3.5,3.5,3.5,3.5,3.5,,5%,,ヤッホーブルーイング(長野県),"「ナショナルトラスト」はブラックモルトが醸し出す甘みとコク、まろやかな苦みとローストの香りが特徴の黒色のビールです。
収益の一部を景観保護団体軽井沢ナショナルトラストに寄付し、軽井沢の文化遺産を保護する活動に協力しています。",280,
159,ビアへるん ペールエール,BEER HEARN PALE ALE,http://www.beer365.net/cache/aa41903d30d1dc4960781fae8ffd5429.jpg,2.45,3.5,3.5,3.5,3.5,3.5,ペール・ビター(エール),5%,,島根ビール株式会社(松江堀川・地ビール館内)(島根県),"イギリス発祥、アメリカ育ちのブロンズ色のビールです。カスケードホップの新品のみを贅沢に3倍使用しており、しっかりとした苦味とアロマホップの爽やかな薫りが旨い男性的なビールです。
2004年　インターナショナル・ビアカップ　銀賞",174,41
160,ブルーノート 東京,BLUE NOTE TOKYO,http://www.beer365.net/cache/91956b3ee8f8a8fc2ab32fb7413f4d5d.png,2.45,3.5,3.5,3.5,3.5,3.5,IPA・インディアペール(エール),4.50%,,木内酒造(茨城県),"2014年の秋で26周年を迎えるジャズクラブ「ブルーノート東京」が「ライヴを楽しみながら飲める大人の夜に上質なビールを」と木内酒造と共同開発で初のオリジナルビールを開発。

クラフトビールファンが現在最も注目しているSession IPAスタイルで、注目度No.1のアマリロホップを贅沢に使用。麦汁を煮沸後にホップを加え、ホップの香りをより引き立てる「ドライホップ製法」を採用。ドライでスムースな味わいと鮮烈な苦みが特徴です。

ゴールドの美しい液体と、きめ細やかな泡。工場直送で鮮度が高く、アルコール度数を若干おさえ、華やかな香りとモルトの絶妙な苦みを楽しむことができます。温度の変化とともに増す香りと苦みをお楽しみください。

最後に心地よい,くせになるキュッとした大人の苦みが魅力。フルーツを使ったサラダ,デザートや鶏肉,鴨,豚肉などと相性のよいビールです。
(オフィシャルサイトより)",269,18
161,テン アンツ アイム ジー,10 ANTS I'M G,http://www.beer365.net/cache/7478f43548b6c623d752a864b2c51dac.jpg,2.45,3.5,3.5,3.5,3.5,3.5,ブラックIPA・インディアブラック(エール),7.50%,100,10 ANT`S BREWING(東京都),"モルトを贅沢に使用した強いボディとホップの確かな苦み、香りとの共存を目指したBLACK IPA。

通常の1/3程度しか仕込めなくなるほどの大量のモルトを使用することで、強いボディを実現し、
アロマホップの多使用とドライホッピングによる確かな苦味と香りの共存をテーマに仕上げています。
アルコール度数は7.５％となります。
最初の口当たりは甘さを感じ、その後にくる強烈なホップの苦味と香りが特徴です。
飲み応えのあるビールとなっております。
是非お試しください。",11,37
162,FAR YEAST TOKYO WHITE 第3版,FAR YEAST TOKYO WHITE 3RD EDITION,http://www.beer365.net/cache/cbb55fc96781c3669d59e0a51eecc281.jpg,2.45,3.5,3.5,3.5,3.5,3.5,セゾン(エール),5%,,日本クラフトビール株式会社(東京都),"「東京：Tokyo」をテーマに、2種のアロマホップを組み合わせた独自のレシピによる、洗練された香り高さと華やかな飲み口が特徴のFar Yeast。ビール本来のもつ「ナマ」の魅力にこだわったビールで、醸造ごとにレシピを進化させています。
東京ホワイト第3版は、よりシャープにまとまったホップの香りをお楽しみいただけます。",149,28
163,ベアード ウィート キング ウィット,BAIRD WHEAT KING WIT,http://www.beer365.net/cache/bf21ba01285731a372f80708b66c46e2.png,2.45,3.5,3.5,3.5,3.5,3.5,ベルジャンホワイト・ウィート・ヴィット(エール),5%,15,BAIRD BREWING(静岡県),"「ウィット」とは、「ホワイト（白）」の意味。この小麦を主役にしたベルギースタイルエールの白濁した色に由来している。
ウィートキング ウィットは、ホップ使いは軽めで、フレーバーにいいバランスを与える程度だ。いきいきとしたフルーツのようなフレーバーは、ベアードのハウスベルギーウィットビア酵母の発酵過程から生じる素敵な副産物である。
(オフィシャルサイトより)",222,40
164,湘南 アメリカンスタイル IPA,SHONAN AMERICAN STYLE IPA,http://www.beer365.net/cache/bf86473e25a99228c3bc49d04e9976f3.jpg,2.45,3.5,3.5,3.5,3.5,3.5,IPA・インディアペール(エール),6%,45,熊澤酒造株式会社(神奈川県),大量に使用したアメリカ産ホップが織り成す柑橘系の華やかなアロマが特徴。クリーンでクセになるホップの苦味をお楽しみ下さい。,255,18
165,グーデン カロルス トリプル,GOUDEN CAROLUS TRIPEL,http://www.beer365.net/cache/a0bce93bcc68b4f33b0db4d120c8552e.jpg,2.45,3.5,3.5,3.5,3.5,3.5,トリペル(エール),9%,,ブルワリー ヘット アンケル,"へット・アンケル醸造所が昔ながらの製法で今日に至るまで醸造している逸品。厳選されたベルギー産のホップのみを使い、深い味わいと絶妙なホップの風味が奏でる豊かな香りが特徴。
(輸入元: 小西酒造株式会社より)",10,33
166,HELIOS スペシャルエール,HELIOS SPECIAL ALE,http://www.beer365.net/cache/268f617b74fcdb25d7681aacc02afcc8.jpg,2.45,3.5,3.5,3.5,3.5,3.5,,7%,,ヘリオス酒造株式会社 (沖縄県),スペイン・マドリッドのブルワリー「セルベサス・ラ・シベレス」創業者兼ヘッドブルワー、ディヴィッド・カストロ氏とコラボ！複数のモルト、ホップのブレンドに加え、スペイン産オレンジビール・沖縄県産生姜・コリアンダーシード・そして沖縄原産の胡椒、フィファーチを使用。モルト感あふれるスパイシーなビールに仕上がりました。,171,
